fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,alcohol,quality
0.0,0.15333333333333332,0.012048192771084338,0.16104294478527606,0.04485049833887043,0.2488479262672811,0.10352805089647174,0.6376811594202899,0.4310233659554128
0.008264462809917363,0.09666666666666668,0.24096385542168677,0.05521472392638037,0.03488372093023256,0.25806451612903225,0.03643724696356176,0.6956521739130436,1.0
0.03305785123966945,0.060000000000000005,0.21686746987951808,0.018404907975460124,0.033222591362126255,0.35714285714285715,0.055523423944476485,0.5797101449275363,0.4310233659554128
0.03305785123966945,0.09000000000000001,0.13855421686746988,0.06901840490797545,0.053156146179401995,0.347926267281106,0.18835550414497687,0.0,1.0
0.04958677685950417,0.25333333333333335,0.06024096385542169,0.03374233128834355,0.024916943521594688,0.24193548387096775,0.020242914979757005,0.7391304347826086,1.0
0.04958677685950417,0.16,0.23493975903614459,0.0567484662576687,0.03488372093023256,0.27880184331797236,0.037208405629458034,0.6956521739130436,1.0
0.04958677685950417,0.3066666666666667,0.05421686746987952,0.06901840490797545,0.04817275747508305,0.20967741935483872,0.05995758627337474,0.6086956521739129,1.0
0.057851239669421496,0.07333333333333333,0.12650602409638553,0.005368098159509202,0.0398671096345515,0.35253456221198154,0.11972238288027648,0.0,0.4310233659554128
0.06611570247933882,0.24333333333333332,0.0,0.012269938650306747,0.07308970099667773,0.39631336405529954,0.13784461152882194,0.3188405797101448,0.4310233659554128
0.06611570247933882,0.29333333333333333,0.09036144578313253,0.023006134969325152,0.07475083056478406,0.1359447004608295,0.12126470021206691,0.7391304347826086,0.4310233659554128
0.07438016528925621,0.39333333333333337,0.05421686746987952,0.006134969325153374,0.018272425249169437,0.0069124423963133645,0.0021206863312115583,0.8115942028985507,0.4310233659554128
0.07438016528925621,0.25,0.10843373493975904,0.019938650306748462,0.04485049833887043,0.2304147465437788,0.0067476383265849555,0.8695652173913043,0.9330368576126682
0.07438016528925621,0.47000000000000003,0.0,0.042944785276073615,0.04485049833887043,0.29493087557603687,0.052053209947945364,0.8405797101449276,0.4310233659554128
0.07438016528925621,0.3466666666666667,0.10240963855421688,0.026073619631901836,0.08139534883720931,0.2304147465437788,0.11740890688258979,0.7101449275362319,0.4310233659554128
0.07438016528925621,0.04333333333333333,0.1746987951807229,0.006134969325153374,0.05481727574750831,0.1935483870967742,0.0711393869288601,0.47826086956521746,0.4310233659554128
0.07438016528925621,0.17,0.08433734939759037,0.010736196319018405,0.04485049833887043,0.37327188940092165,0.09658762290341164,0.36231884057971014,0.3110122858708894
0.08264462809917354,0.03333333333333333,0.1927710843373494,0.00920245398773006,0.05481727574750831,0.2119815668202765,0.051860420281472364,0.5507246376811595,0.9330368576126682
0.08264462809917354,0.08666666666666667,0.12650602409638553,0.14723926380368096,0.046511627906976744,0.24423963133640553,0.11818006554848606,0.6086956521739129,0.4310233659554128
0.08264462809917354,0.38000000000000006,0.07228915662650602,0.0076687116564417195,0.006644518272425249,0.009216589861751152,0.10314247156352359,0.7971014492753623,0.0
0.08264462809917354,0.17333333333333334,0.0,0.09049079754601227,0.03156146179401994,0.3617511520737327,0.13090418353576183,0.27536231884057977,0.4310233659554128
0.08264462809917354,0.09666666666666668,0.22891566265060243,0.00920245398773006,0.10797342192691031,0.2857142857142857,0.08116444958550102,0.3333333333333334,0.6220245717417788
0.08264462809917354,0.12,0.13855421686746988,0.15337423312883436,0.04152823920265781,0.24193548387096775,0.10854058222479113,0.5072463768115941,0.9330368576126682
0.08264462809917354,0.060000000000000005,0.16867469879518074,0.0352760736196319,0.03488372093023256,0.24193548387096775,0.0595720069404266,0.47826086956521746,0.9330368576126682
0.08264462809917354,0.16666666666666666,0.0,0.09049079754601227,0.03156146179401994,0.3617511520737327,0.12704839020628472,0.27536231884057977,0.4310233659554128
0.08264462809917354,0.13999999999999999,0.13855421686746988,0.0076687116564417195,0.05813953488372093,0.4009216589861751,0.04106419895893516,0.5652173913043479,0.6220245717417788
0.09090909090909094,0.17666666666666664,0.20481927710843376,0.006134969325153374,0.09800664451827243,0.315668202764977,0.08232118758434545,0.30434782608695643,0.3110122858708894
0.09090909090909094,0.10333333333333332,0.16265060240963858,0.1710122699386503,0.03488372093023256,0.25806451612903225,0.15982263350684237,0.20289855072463772,0.6220245717417788
0.09090909090909094,0.22666666666666666,0.0,0.023006134969325152,0.06478405315614619,0.08294930875576037,0.08540582224792628,0.8695652173913043,0.4310233659554128
0.09090909090909094,0.25999999999999995,0.10240963855421688,0.019938650306748462,0.043189368770764125,0.3271889400921659,0.04877578561788939,0.5072463768115941,0.6220245717417788
0.09090909090909094,0.17,0.08433734939759037,0.010736196319018405,0.04485049833887043,0.37327188940092165,0.09658762290341164,0.3574879227053189,0.3110122858708894
0.09090909090909094,0.16666666666666666,0.18674698795180725,0.00920245398773006,0.011627906976744188,0.3317972350230415,0.00038557933294599943,0.8695652173913043,0.4310233659554128
0.09090909090909094,0.17,0.08433734939759037,0.010736196319018405,0.04485049833887043,0.37327188940092165,0.09658762290341164,0.3574879227053189,0.3110122858708894
0.09090909090909094,0.17666666666666664,0.20481927710843376,0.006134969325153374,0.09800664451827243,0.315668202764977,0.08232118758434545,0.30434782608695643,0.3110122858708894
0.09917355371900827,0.31333333333333335,0.08433734939759037,0.11809815950920247,0.03820598006644518,0.3640552995391705,0.09041835357624782,0.6521739130434783,0.4310233659554128
0.09917355371900827,0.10666666666666665,0.20481927710843376,0.0076687116564417195,0.04152823920265781,0.35023041474654376,0.012145748987852492,0.7391304347826086,0.9330368576126682
0.09917355371900827,0.64,0.14457831325301204,0.015337423312883436,0.0681063122923588,0.2073732718894009,0.12126470021206691,0.5072463768115941,0.4310233659554128
0.09917355371900827,0.12666666666666668,0.1927710843373494,0.05981595092024539,0.03820598006644518,0.39631336405529954,0.04723346828609897,0.6666666666666666,0.9330368576126682
0.09917355371900827,0.12666666666666668,0.24096385542168677,0.00920245398773006,0.11129568106312293,0.271889400921659,0.09504530557162122,0.30434782608695643,0.6220245717417788
0.09917355371900827,0.10666666666666665,0.12650602409638553,0.024539877300613498,0.04983388704318937,0.21658986175115208,0.07460960092538907,0.5362318840579708,0.4310233659554128
0.09917355371900827,0.17999999999999997,0.15060240963855423,0.11042944785276074,0.03654485049833887,0.2534562211981567,0.10217852323115431,0.47826086956521746,0.6220245717417788
0.09917355371900827,0.21333333333333335,0.30120481927710846,0.0567484662576687,0.061461794019933555,0.17050691244239632,0.0595720069404266,0.8115942028985507,0.6220245717417788
0.09917355371900827,0.17999999999999997,0.15060240963855423,0.11042944785276074,0.03654485049833887,0.2534562211981567,0.10217852323115431,0.47826086956521746,0.6220245717417788
0.09917355371900827,0.35333333333333333,0.07228915662650602,0.010736196319018405,0.0,0.21658986175115208,0.005590900327742676,0.7971014492753623,0.3110122858708894
